iter	Logloss
199	0.3111787944
200	0.3105763176
201	0.3098286706
202	0.3091816082
203	0.3086595582
204	0.3081338174
205	0.3073723474
206	0.3067034687
207	0.3059842268
208	0.305301773
209	0.3047903705
210	0.3040216077
211	0.3032462664
212	0.302693096
213	0.3019477953
214	0.3012567621
215	0.3006206568
216	0.2998995652
217	0.2993505676
218	0.2987244141
219	0.2985526811
220	0.2979756478
221	0.2974795574
222	0.2969741792
223	0.2962276088
224	0.2957406554
225	0.2953108793
226	0.2948455117
227	0.2944257681
228	0.2936982423
229	0.2931359445
230	0.2927618772
231	0.2920030249
232	0.2914503426
233	0.2907672367
234	0.2901459595
235	0.2897043625
236	0.2891981912
237	0.2887342905
238	0.2882737686
239	0.2877595084
240	0.2872990672
241	0.286985026
242	0.2866956524
243	0.2862057342
244	0.285855564
245	0.2854108682
246	0.2847773407
247	0.2843700614
248	0.2840410359
249	0.2835804103
250	0.2832000289
251	0.2828531084
252	0.282540546
253	0.2820501805
254	0.2815980899
255	0.2810601519
256	0.2806943608
257	0.2803176789
258	0.2798743637
259	0.2795385325
260	0.2792360332
261	0.2790149427
262	0.2787137819
263	0.2782705807
264	0.2777967037
265	0.2773762498
266	0.2770436727
267	0.2766548542
268	0.2764315118
269	0.2758450045
270	0.2754091799
271	0.2750750473
272	0.2748808117
273	0.2746304017
274	0.2743207921
275	0.2740656756
276	0.2735858711
277	0.2729934408
278	0.2726423365
279	0.2724380533
280	0.2722022774
281	0.2715383857
282	0.2712528513
283	0.2709619241
284	0.2706503943
285	0.2703007699
286	0.2698017148
287	0.2693669497
288	0.2688836023
289	0.2682357915
290	0.2679959238
291	0.2677077116
292	0.2672933866
293	0.2666178068
294	0.2663189939
295	0.2660359757
296	0.2657953004
297	0.2655940843
298	0.2652054906
299	0.2648383424
300	0.264438399
301	0.2641522071
302	0.2636509041
303	0.2632915645
304	0.2628739711
305	0.2625952815
306	0.2619615519
307	0.2616706627
308	0.2612316549
309	0.260788623
310	0.2605372953
311	0.2601439234
312	0.2597991333
313	0.2594106385
314	0.2587988768
315	0.2586017588
316	0.2581821491
317	0.2579235093
318	0.2577662347
319	0.2573086617
320	0.2569953239
321	0.2566438694
322	0.2562871716
323	0.2559228641
324	0.2554899493
325	0.255098933
326	0.2550317837
327	0.2546003933
328	0.2542494028
329	0.2539928251
330	0.2535270251
331	0.2533446139
332	0.2531319897
333	0.2529323109
334	0.2527558448
335	0.2525852191
336	0.252260117
337	0.2519403925
338	0.2516848023
339	0.2513703462
340	0.2510758717
341	0.25075967
342	0.2506123439
343	0.2502247703
344	0.2498640287
345	0.2496779192
346	0.2493984001
347	0.2489911073
348	0.248756538
349	0.2483578526
350	0.2480964179
351	0.2479918609
352	0.247689434
353	0.2474299739
354	0.2470228376
355	0.246773827
356	0.2466809703
357	0.2463924517
358	0.2462791608
359	0.2460617449
360	0.2459228882
361	0.2457411142
362	0.2454687726
363	0.2452396202
364	0.2449165196
365	0.2445533166
366	0.2443901708
367	0.2440032255
368	0.243951118
369	0.2437003023
370	0.2434413315
371	0.2431545329
372	0.2428669574
373	0.242520505
374	0.2422359415
375	0.2419394168
376	0.2416393635
377	0.2414796046
378	0.2412841683
379	0.241054411
380	0.2408860023
381	0.2405700734
382	0.2403361668
383	0.2401119298
384	0.2397269069
385	0.239368206
386	0.2390740088
387	0.2388241697
388	0.2385591183
389	0.2383991429
390	0.2381695385
391	0.2381221708
392	0.2377291961
393	0.2375048848
394	0.2374074116
395	0.2373294144
396	0.2368860453
397	0.2366602487
398	0.2363911179
399	0.2361087649
400	0.2359632936
401	0.235651334
402	0.2354181333
403	0.2353673907
404	0.2349399122
405	0.2348387964
406	0.2346783469
407	0.2345366793
408	0.2343423668
409	0.2340219513
410	0.2338713924
411	0.2335662099
412	0.2333602887
413	0.2331064362
414	0.2328052831
415	0.2326363388
416	0.2325817698
417	0.2324861305
418	0.232332193
419	0.2321711804
420	0.2319445113
421	0.2315489351
422	0.2313509108
423	0.2311536895
424	0.2308688104
425	0.2304814015
426	0.2302883274
427	0.229956654
428	0.2296282699
429	0.2294218061
430	0.2291842839
431	0.2289848143
432	0.2287747978
433	0.2285689388
434	0.2282905338
435	0.2280788148
436	0.2278695356
437	0.2275455056
438	0.2273886719
439	0.2271666513
440	0.2269719496
441	0.2268245014
442	0.2266470697
443	0.2263814078
444	0.2262938025
445	0.2260518626
446	0.2259661266
447	0.2257745341
448	0.2256445202
449	0.2254304243
450	0.2250985024
451	0.2248178746
452	0.2247404987
453	0.2246263538
454	0.2243205056
455	0.2241709794
456	0.2238316639
457	0.2238018268
458	0.2235761504
459	0.2234593904
460	0.223243666
461	0.2231184951
462	0.2229373269
463	0.222858185
464	0.2227353502
465	0.2224559547
466	0.2223228225
467	0.2219992531
468	0.2217719158
469	0.2215559933
470	0.2213057282
471	0.2209891646
472	0.2208728996
473	0.2206808192
474	0.2205669897
475	0.2202642435
476	0.2201119458
477	0.219944007
478	0.2197889284
479	0.2196684024
480	0.2195201358
481	0.2193259443
482	0.2191288929
483	0.2189233769
484	0.2188707974
485	0.2187668361
486	0.2186535158
487	0.2184881119
488	0.2183056017
489	0.2181356189
490	0.2178676855
491	0.2175760023
492	0.2172961373
493	0.2171607814
494	0.2168958848
495	0.216703354
496	0.2165014318
497	0.2163269507
498	0.2162844333
499	0.2161134959
500	0.215930509
501	0.2156591523
502	0.215478562
503	0.2153234602
504	0.2150760032
505	0.2149348463
506	0.2147312008
507	0.2144869961
508	0.2143402947
509	0.2142032794
510	0.2140228191
511	0.2138272943
512	0.2135813661
513	0.2134431779
514	0.2133040469
515	0.2131400847
516	0.2129038092
517	0.2126979464
518	0.2125787089
519	0.212515394
520	0.2123634845
521	0.212075879
522	0.2119276441
523	0.2117829373
524	0.2115848347
525	0.2113954397
526	0.2112798948
527	0.2110319366
528	0.2108777336
529	0.2107421696
530	0.2106151335
531	0.210374178
532	0.2101556293
533	0.209790161
534	0.2095836011
535	0.2094899914
536	0.2092894232
537	0.2090918446
538	0.2089189181
539	0.2088084934
540	0.2086458324
541	0.2086196589
542	0.2084781073
543	0.2083560594
544	0.2082437817
545	0.2080077616
546	0.2079764234
547	0.2077682281
548	0.2076638227
549	0.207364898
550	0.207274239
551	0.2070867709
552	0.2070266824
553	0.2069559217
554	0.2068263016
555	0.2065730077
556	0.2064810222
557	0.2062048814
558	0.206030147
559	0.2057192683
560	0.2055906184
561	0.2054648046
562	0.2053857615
563	0.2051472681
564	0.2050182033
565	0.2049388693
566	0.2048512142
567	0.2047473252
568	0.204577007
569	0.2042196886
570	0.2039980819
571	0.2038762268
572	0.2036255308
573	0.2035634034
574	0.2034920944
575	0.203277527
576	0.2030577795
577	0.2028751409
578	0.2027666396
579	0.2025297033
580	0.2023991184
581	0.2021838451
582	0.20199286
583	0.2018669556
584	0.2016362406
585	0.2015190482
586	0.2011772167
587	0.2008904077
588	0.2007488829
589	0.2005581044
590	0.2002954655
591	0.2001725743
592	0.2000807882
593	0.1998757347
594	0.1996210414
595	0.1994868641
596	0.199333657
597	0.1991659868
598	0.1990718854
599	0.1988984567
600	0.1988108332
601	0.1986544009
602	0.1985685125
603	0.1984480178
604	0.1982051065
605	0.1981298202
606	0.1980582032
607	0.1979670369
608	0.1977176625
609	0.1975305119
610	0.1974475149
611	0.197391122
612	0.1971959672
613	0.1971063799
614	0.1969671674
615	0.1968594814
616	0.196706436
617	0.1965470326
618	0.196410327
619	0.1962763012
620	0.1961325012
621	0.1960763746
622	0.1958730629
623	0.1956927642
624	0.1955528444
625	0.1953968766
626	0.1952720006
627	0.1950799985
628	0.1949476346
629	0.1947280302
630	0.1946816309
631	0.1944586947
632	0.1942694931
633	0.1939765141
634	0.1938249498
635	0.1936212374
636	0.1935541268
637	0.1933615246
638	0.1931315642
639	0.19307018
640	0.1929340072
641	0.1929211631
642	0.1926637407
643	0.1924892261
644	0.192226051
645	0.1921399287
646	0.1918748785
647	0.1917949162
648	0.1917273804
649	0.1915231374
650	0.1913954121
651	0.1912864662
652	0.1911621157
653	0.1911318353
654	0.1909481954
655	0.190656107
656	0.1904577636
657	0.190340565
658	0.1901778844
659	0.1900066994
660	0.1900005203
661	0.1897522009
662	0.1896056092
663	0.1894892877
664	0.1893486306
665	0.1891782891
666	0.1891169301
667	0.1890443171
668	0.188936153
669	0.1888470654
670	0.1887158463
671	0.188568855
672	0.1884286423
673	0.188233656
674	0.1881194231
675	0.1879911772
676	0.1877548526
677	0.1876597402
678	0.1875103442
679	0.1872265216
680	0.1871586393
681	0.1871111081
682	0.1870762545
683	0.1869781258
684	0.1868546429
685	0.1867068032
686	0.186563616
687	0.1863636
688	0.1861942059
689	0.1860181991
690	0.1859197653
691	0.1857528737
692	0.1854830552
693	0.1854262092
694	0.1852638233
695	0.1851441929
696	0.1850200287
697	0.1848403818
698	0.1847543438
699	0.1846967404
700	0.1846158512
701	0.1844394142
702	0.1842374004
703	0.1839604807
704	0.1836768857
705	0.1836528622
706	0.1835555027
707	0.1835279978
708	0.1834900293
709	0.1833049017
710	0.1831561728
711	0.1829818415
712	0.1828490833
713	0.1825432253
714	0.1823857767
715	0.1821880389
716	0.1820385158
717	0.1818207161
718	0.1816784015
719	0.1815235497
720	0.1814449433
721	0.1813617174
722	0.1812356813
723	0.1811008948
724	0.1809288126
725	0.1807397733
726	0.1805916349
727	0.1804498499
728	0.1802789409
729	0.1801430751
730	0.1799897398
731	0.1799423442
732	0.1797994679
733	0.1797170997
734	0.1796111743
735	0.1794172106
736	0.1791338617
737	0.1790179638
738	0.1789360527
739	0.1789284559
740	0.1787719963
741	0.1786248107
742	0.1783650944
743	0.1781907237
744	0.1780923171
745	0.1779220339
746	0.1778785331
747	0.1776935433
748	0.1776057489
749	0.1774295557
750	0.1773330238
751	0.1770964362
752	0.1769051481
753	0.1767861314
754	0.1766659515
755	0.1765673088
756	0.1764183454
757	0.1763025792
758	0.176207742
759	0.1760357661
760	0.1758185823
761	0.1757216613
762	0.1755864969
763	0.1754698455
764	0.1753527844
765	0.1752676722
766	0.1752233121
767	0.1751117552
768	0.174998502
769	0.1748695308
770	0.1747393223
771	0.1746010795
772	0.1743344045
773	0.1742596635
774	0.1741327283
775	0.1740331995
776	0.1738193477
777	0.1737081733
778	0.1735737527
779	0.1734130607
780	0.1732696598
781	0.1731194537
782	0.1729524663
783	0.1728515608
784	0.1727404126
785	0.1726163941
786	0.1724765035
787	0.1724374446
788	0.1722848065
789	0.172011599
790	0.1718766886
791	0.1717453553
792	0.1715109576
793	0.1714199322
794	0.1713258121
795	0.1713173298
796	0.1711973144
797	0.1710713299
798	0.1709445817
799	0.1707979266
800	0.1706576034
801	0.1705403919
802	0.17044208
803	0.1703208266
804	0.1701945064
805	0.170125484
806	0.170043989
807	0.1699913639
808	0.169856409
809	0.1697450573
810	0.1695567988
811	0.1694613915
812	0.1692399783
813	0.1690073573
814	0.1689105275
815	0.1687100835
816	0.168400415
817	0.1683250416
818	0.1682089253
819	0.168131929
820	0.1680571767
821	0.1679138755
822	0.1678262011
823	0.1677136371
824	0.1675397719
825	0.1674006278
826	0.1672449572
827	0.1671151078
828	0.1669598815
829	0.1668687472
830	0.1667272923
831	0.1665820764
832	0.1665272404
833	0.1662648731
834	0.1660953026
835	0.1659361909
836	0.1656649012
837	0.1656049345
838	0.1654474684
839	0.1653322693
840	0.165179722
841	0.1649516755
842	0.1647178157
843	0.1645421039
844	0.1644660396
845	0.1644246418
846	0.1642186168
847	0.1641092021
848	0.1640015578
849	0.1639881308
850	0.163858596
851	0.1636778887
852	0.1635559543
853	0.1633323616
854	0.1633216162
855	0.1631330601
856	0.1630626792
857	0.1629623387
858	0.1628272697
859	0.1627286302
860	0.1626921761
861	0.1625355807
862	0.1623882929
863	0.1622741495
864	0.1621716328
865	0.162093149
866	0.161965741
867	0.1618286071
868	0.1617022767
869	0.1615534544
870	0.1614950923
871	0.1613573359
872	0.16114489
873	0.1609797278
874	0.1608262163
875	0.1605251712
876	0.160275103
877	0.160227149
878	0.160082383
879	0.1598244415
880	0.1597471977
881	0.1596156225
882	0.1594598097
883	0.1593421152
884	0.1592231139
885	0.1591099314
886	0.1590465525
887	0.1589175614
888	0.1587329574
889	0.1586682945
890	0.1585088467
891	0.1583964862
892	0.1582878818
893	0.1582282057
894	0.1580975518
895	0.1580237439
896	0.1579367416
897	0.157773243
898	0.157570167
899	0.1574470307
900	0.1574049559
901	0.157304743
902	0.1572592382
903	0.1571446492
904	0.1569606258
905	0.1568594968
906	0.1568178503
907	0.1567196871
908	0.1564606788
909	0.1562337197
910	0.1560983384
911	0.1560605795
912	0.1559829443
913	0.1558762504
914	0.1557160281
915	0.1556210951
916	0.1554947831
917	0.1554437331
918	0.1553783371
919	0.1553458213
920	0.155307848
921	0.1552854614
922	0.1551475593
923	0.1549645124
924	0.1548771373
925	0.1547468923
926	0.1546253127
927	0.1545138227
928	0.154374845
929	0.1542827744
930	0.1541204899
931	0.1540145496
932	0.1539306471
933	0.1538824223
934	0.1538305621
935	0.1535163315
936	0.1533544561
937	0.1532695528
938	0.1531382482
939	0.1530830862
940	0.1528947637
941	0.1527309981
942	0.1527080836
943	0.1525937957
944	0.152476003
945	0.1524130188
946	0.1522900009
947	0.1521606158
948	0.152063891
949	0.1518255543
950	0.1518197048
951	0.1516595722
952	0.1515457202
953	0.1514554757
954	0.1513104231
955	0.1512374275
956	0.1511343706
957	0.1510486329
958	0.1509829179
959	0.1508700958
960	0.1508137775
961	0.1507291965
962	0.1506311118
963	0.1505174469
964	0.1504952758
965	0.1503162514
966	0.1503012521
967	0.1502760628
968	0.1501831037
969	0.1500139781
970	0.1499406679
971	0.1498161747
972	0.1496784595
973	0.1495005811
974	0.1493176697
975	0.1491968487
976	0.1490986961
977	0.1489327683
978	0.1489113578
979	0.1487092129
980	0.1485628572
981	0.1484024849
982	0.1482748842
983	0.1480599764
984	0.1479750112
985	0.1478579244
986	0.1478169121
987	0.1477227908
988	0.1475499771
989	0.1474502974
990	0.1473737368
991	0.1472863794
992	0.1471462231
993	0.146991532
994	0.1469464745
995	0.1468440904
996	0.1467217665
997	0.1466237934
998	0.1465137842
999	0.146444849
